,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Set
2017,City Hotel,1,20,2016,January,4,22,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,0,Canceled,2016-01-19,train
2018,City Hotel,0,66,2017,March,10,10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-13,train
2019,Resort Hotel,0,12,2016,May,21,16,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,184.0,146.0,0,Group,70.0,0,0,Check-Out,2016-05-17,train
2020,Resort Hotel,1,278,2017,June,22,2,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,135.9,0,1,Canceled,2017-01-16,train
2021,City Hotel,1,133,2017,April,15,15,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,0,Canceled,2016-12-03,train
2022,City Hotel,0,46,2016,September,37,7,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,98.1,0,1,Check-Out,2016-09-08,train
2023,City Hotel,1,38,2017,January,5,29,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.33,0,0,Canceled,2016-12-22,train
2024,Resort Hotel,0,10,2016,February,6,1,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,94.0,0,Transient,33.0,1,0,Check-Out,2016-02-05,train
2025,Resort Hotel,0,226,2016,September,36,3,2,5,2,0.0,0,HB,DNK,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,253.0,,0,Transient,113.6,0,1,Check-Out,2016-09-10,train
2026,City Hotel,0,34,2016,August,33,13,2,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,0,Check-Out,2016-08-16,train
2027,City Hotel,1,32,2017,February,8,20,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,75.0,0,0,Canceled,2017-01-19,train
2028,Resort Hotel,0,38,2017,March,10,5,2,0,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,55.0,0,0,Check-Out,2017-03-07,train
2029,Resort Hotel,1,143,2016,August,34,16,4,10,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,177.79,0,0,Canceled,2016-05-08,train
2030,City Hotel,1,18,2017,July,27,6,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,180.0,0,1,Canceled,2017-06-20,train
2031,Resort Hotel,1,76,2016,November,49,29,0,2,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,50.0,0,0,Canceled,2016-11-17,train
2032,City Hotel,0,20,2017,February,8,21,0,4,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,130.9,0,0,Check-Out,2017-02-25,train
2033,Resort Hotel,0,0,2016,October,43,22,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,90.0,0,0,Check-Out,2016-10-23,train
2034,City Hotel,1,198,2015,December,49,5,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2015-10-23,train
2035,City Hotel,0,80,2016,November,46,10,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.9,0,2,Check-Out,2016-11-13,train
2036,City Hotel,0,186,2017,August,34,20,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,117.0,0,0,Check-Out,2017-08-24,train
2037,Resort Hotel,1,111,2016,March,11,10,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1,Canceled,2015-11-26,train
2038,City Hotel,1,517,2016,December,50,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21,train
2039,City Hotel,1,106,2015,December,50,9,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,57,Transient,70.0,0,0,Canceled,2015-10-21,train
2040,City Hotel,1,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Canceled,2017-02-24,train
2041,City Hotel,1,57,2016,December,51,15,2,4,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Canceled,2016-10-19,train
2042,City Hotel,1,170,2017,August,32,8,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2017-02-20,train
2043,City Hotel,1,45,2016,December,53,30,0,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,167.4,0,0,Canceled,2016-11-21,train
2044,City Hotel,1,109,2016,October,42,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-10-07,train
2045,City Hotel,1,286,2015,July,31,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,train
2046,Resort Hotel,0,18,2016,December,51,15,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-12-16,train
2047,Resort Hotel,0,30,2016,March,11,7,1,5,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,38.0,,0,Transient-Party,48.7,0,0,Check-Out,2016-03-13,train
2048,City Hotel,1,108,2017,May,18,5,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0,Canceled,2017-01-17,train
2049,City Hotel,1,116,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,61.0,0,0,No-Show,2016-02-28,train
2050,City Hotel,1,288,2015,October,42,16,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0,0,Canceled,2015-07-06,train
2051,City Hotel,1,86,2016,November,46,6,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,146.6,0,1,Canceled,2016-11-01,train
2052,City Hotel,0,19,2017,June,23,4,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,2017-06-08,train
2053,City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,1,Check-Out,2015-09-30,train
2054,City Hotel,0,7,2017,March,11,15,0,1,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,D,F,0,No Deposit,,174.0,0,Transient,95.0,0,0,Check-Out,2017-03-16,train
2055,Resort Hotel,0,0,2016,January,5,25,1,3,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2016-01-29,train
2056,City Hotel,1,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,109.0,0,0,Canceled,2015-03-25,train
2057,City Hotel,1,173,2017,June,24,11,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,140.0,0,0,Canceled,2016-12-20,train
2058,City Hotel,0,111,2016,August,34,16,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,72.25,0,0,Check-Out,2016-08-18,train
2059,Resort Hotel,0,15,2016,February,7,12,2,3,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,45.0,0,0,Check-Out,2016-02-17,train
2060,City Hotel,0,0,2015,November,45,3,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,101.0,0,0,Check-Out,2015-11-04,train
2061,City Hotel,0,276,2016,September,39,22,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,95.67,0,0,Check-Out,2016-09-25,train
2062,Resort Hotel,0,253,2016,September,38,15,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,108.88,1,0,Check-Out,2016-09-23,train
2063,Resort Hotel,1,38,2017,February,7,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,No-Show,2017-02-14,train
2064,City Hotel,0,32,2016,February,6,5,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,89.3,0,1,Check-Out,2016-02-07,train
2065,City Hotel,0,21,2016,September,38,11,2,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,1,2,Check-Out,2016-09-13,train
2066,City Hotel,0,9,2015,September,37,7,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.5,0,2,Check-Out,2015-09-09,train
2067,City Hotel,0,286,2017,March,9,4,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,63.06,0,1,Check-Out,2017-03-07,train
2068,City Hotel,0,84,2016,March,14,30,1,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,75.34,0,0,Check-Out,2016-04-04,train
2069,Resort Hotel,1,73,2016,April,16,12,0,0,1,0.0,0,BB,BEL,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,370.0,0,Transient-Party,0.0,0,0,Canceled,2016-04-12,train
2070,City Hotel,0,97,2017,June,23,10,2,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,170.5,0,0,Check-Out,2017-06-15,train
2071,Resort Hotel,0,2,2017,February,5,4,2,5,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,43.14,0,0,Check-Out,2017-02-11,train
2072,City Hotel,0,14,2016,February,6,2,0,1,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,89.0,0,0,Check-Out,2016-02-03,train
2073,Resort Hotel,0,0,2017,February,7,15,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,54.0,0,0,Check-Out,2017-02-16,train
2074,City Hotel,0,12,2015,October,43,18,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,85.0,0,0,Check-Out,2015-10-22,train
2075,Resort Hotel,1,12,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-02-25,train
2076,City Hotel,1,30,2017,June,23,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,144.0,0,1,Canceled,2017-05-14,train
2077,City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2015-07-22,train
2078,City Hotel,1,27,2015,September,39,23,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,99.2,0,0,Canceled,2015-08-31,train
2079,Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,ITA,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19,train
2080,City Hotel,0,90,2017,May,20,18,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,3,Check-Out,2017-05-21,train
2081,Resort Hotel,0,68,2016,April,18,24,2,3,2,1.0,0,BB,LVA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0,0,Check-Out,2016-04-29,train
2082,Resort Hotel,0,223,2017,July,30,27,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,112.7,0,0,Check-Out,2017-08-01,train
2083,Resort Hotel,0,51,2017,July,30,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,178.0,0,1,Check-Out,2017-07-29,train
2084,Resort Hotel,0,5,2016,January,3,16,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,1,Check-Out,2016-01-19,train
2085,Resort Hotel,0,88,2016,March,10,4,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,36.0,0,0,Check-Out,2016-03-05,train
2086,City Hotel,0,1,2016,September,36,1,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1,Check-Out,2016-09-02,train
2087,Resort Hotel,1,134,2015,November,47,17,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,61.2,0,1,Canceled,2015-10-08,train
2088,City Hotel,1,47,2016,August,34,20,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1,Canceled,2016-07-21,train
2089,City Hotel,0,102,2015,October,42,16,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-10-18,train
2090,Resort Hotel,1,17,2017,March,10,9,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,56.7,0,0,Canceled,2017-03-06,train
2091,City Hotel,0,275,2017,January,2,13,0,1,3,0.0,0,BB,AUS,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,116.7,0,1,Check-Out,2017-01-14,train
2092,City Hotel,0,289,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,67.0,0,0,Check-Out,2015-10-18,train
2093,City Hotel,0,106,2017,June,25,19,1,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-06-23,train
2094,City Hotel,0,0,2017,March,9,2,0,2,2,2.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,113.0,0,0,Check-Out,2017-03-04,train
2095,City Hotel,0,73,2016,August,33,11,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,116.1,0,2,Check-Out,2016-08-14,train
2096,City Hotel,0,5,2016,May,23,31,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,0,Check-Out,2016-06-02,train
2097,City Hotel,0,71,2017,April,16,17,1,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,2,Check-Out,2017-04-20,train
2098,Resort Hotel,0,23,2017,August,32,11,0,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,241.0,0,2,Check-Out,2017-08-12,train
2099,City Hotel,0,184,2017,August,34,22,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,121.5,1,2,Check-Out,2017-08-25,train
2100,Resort Hotel,1,45,2017,May,20,18,2,5,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,169.0,0,1,Canceled,2017-04-04,train
2101,Resort Hotel,0,245,2016,September,40,26,3,7,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-10-06,train
2102,City Hotel,0,171,2017,July,27,7,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,111.6,0,0,Check-Out,2017-07-10,train
2103,Resort Hotel,1,292,2016,November,45,3,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,38.0,0,0,Canceled,2016-10-21,train
2104,City Hotel,1,77,2017,April,17,25,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-02-07,train
2105,City Hotel,0,16,2016,March,11,9,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,100.0,0,2,Check-Out,2016-03-13,train
2106,Resort Hotel,0,14,2016,March,12,18,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,6,No Deposit,240.0,,0,Transient,99.0,1,1,Check-Out,2016-03-22,train
2107,City Hotel,0,0,2016,March,13,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-03-25,train
2108,Resort Hotel,0,106,2016,April,18,30,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,43.4,0,0,Check-Out,2016-05-07,train
2109,City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-28,train
2110,City Hotel,1,54,2017,January,3,18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,65.0,0,0,Canceled,2016-11-25,train
2111,Resort Hotel,0,0,2016,April,16,10,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,101.0,1,0,Check-Out,2016-04-11,train
2112,City Hotel,0,183,2016,July,29,16,2,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1,Check-Out,2016-07-19,train
2113,City Hotel,1,241,2017,March,10,9,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,2016-11-21,train
2114,City Hotel,0,4,2015,August,33,15,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Contract,124.0,0,1,Check-Out,2015-08-16,train
2115,Resort Hotel,1,15,2015,August,34,16,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,150.53,0,2,Canceled,2015-08-12,train
2116,City Hotel,0,28,2017,May,20,16,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,141.33,0,3,Check-Out,2017-05-19,train
2117,Resort Hotel,0,1,2016,September,39,19,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,110.0,0,0,Check-Out,2016-09-21,train
2118,City Hotel,1,96,2017,April,17,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0,Canceled,2017-01-20,train
2119,City Hotel,0,11,2016,April,17,23,2,2,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,141.5,0,2,Check-Out,2016-04-27,train
2120,City Hotel,0,186,2017,March,13,27,1,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,119.0,0,3,Check-Out,2017-03-31,train
2121,City Hotel,1,10,2016,December,52,20,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.73,0,1,Canceled,2016-12-13,train
2122,Resort Hotel,0,161,2016,October,40,1,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,94.29,0,2,Check-Out,2016-10-08,train
2123,City Hotel,0,97,2016,April,18,25,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.5,0,0,Check-Out,2016-04-28,train
2124,City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017-07-06,train
2125,City Hotel,1,73,2017,April,14,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-01-20,train
2126,City Hotel,0,180,2016,October,40,1,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,1,Check-Out,2016-10-04,train
2127,Resort Hotel,0,1,2017,January,3,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,388.0,0,Transient,35.0,0,0,Check-Out,2017-01-20,train
2128,City Hotel,1,288,2016,April,17,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,train
2129,Resort Hotel,0,0,2016,October,43,17,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,76.0,1,0,Check-Out,2016-10-18,train
2130,City Hotel,1,106,2017,March,13,28,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,2016-12-12,train
2131,Resort Hotel,0,86,2015,August,32,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.33,0,0,Check-Out,2015-08-08,train
2132,City Hotel,1,355,2015,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,train
2133,Resort Hotel,1,105,2016,December,50,8,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,37.8,0,3,Canceled,2016-11-24,train
2134,City Hotel,1,157,2017,July,28,12,0,4,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,177.3,0,0,Canceled,2017-04-18,train
2135,Resort Hotel,1,0,2016,June,25,13,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,136.0,0,1,Canceled,2016-06-13,train
2136,Resort Hotel,0,6,2017,March,9,3,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,87.0,1,0,Check-Out,2017-03-05,train
2137,City Hotel,0,95,2017,June,23,4,2,2,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,0,Check-Out,2017-06-08,train
2138,City Hotel,0,16,2017,May,19,12,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,2017-05-14,train
2139,City Hotel,0,14,2016,July,28,3,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.0,0,1,Check-Out,2016-07-07,train
2140,City Hotel,0,12,2017,February,8,21,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,80.0,0,1,Check-Out,2017-02-23,train
2141,City Hotel,1,113,2016,May,23,31,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202.0,0,Transient,100.0,0,0,Canceled,2016-04-11,train
2142,Resort Hotel,0,39,2016,October,44,29,0,1,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251.0,,0,Transient,59.0,0,0,Check-Out,2016-10-30,train
2143,City Hotel,0,61,2015,September,36,5,2,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-09-09,train
2144,City Hotel,1,465,2017,July,30,26,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,91.33,0,0,Canceled,2017-07-19,train
2145,City Hotel,1,68,2016,March,12,15,0,1,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-03-01,train
2146,City Hotel,0,112,2016,October,42,11,0,2,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234.0,,0,Transient-Party,120.0,0,0,Check-Out,2016-10-13,train
2147,City Hotel,1,349,2016,October,41,4,1,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,162,Transient-Party,80.0,0,0,Canceled,2016-09-02,train
